antecedents	consequents	confidence	support	conviction
Passaggio, Duello Difensivo, Seconda Palla Offensiva, Seconda Palla Difensiva	Duello Offensivo	0.6835734870317003	0.011419328127557554	2.061055665160158
Seconda Palla Offensiva, Costruzione	Seconda Palla Difensiva	0.6821493624772313	0.007211700478533397	2.7410323854599987
Tiro Fatto, Costruzione	Tiro Subito	0.6809701492537313	0.007028760145967128	2.892607267984614
Attacco Linea Subito, Duello Difensivo, Attacco Linea	Duello Offensivo	0.6808691947166595	0.015386244812678728	2.0435904223697756
Seconda Palla Offensiva, Attacco Linea Subito	Attacco Linea	0.6788844621513943	0.008203429649813689	2.6677370161402005
Duello Offensivo, Costruzione	Passaggio	0.6787722586691658	0.02789358649707777	0.6497136059226456
Passaggio, Passaggio Rifinitura, Duello Offensivo	Duello Difensivo	0.6784511784511784	0.0077605214762322	2.031546595921
Seconda Palla Offensiva, Attacco Linea	Attacco Linea Subito	0.678343949044586	0.008203429649813689	2.6640922827683644
Duello Difensivo, Duello Offensivo, Attacco Linea	Attacco Linea Subito	0.6776929601357082	0.015386244812678728	2.6587114057976375
Passaggio, Trasmissione	Costruzione	0.6773922775601567	0.023310449744364956	2.5539821747957094
Attacco Linea, Seconda Palla Difensiva	Attacco Linea Subito	0.6763285024154588	0.008087888387140257	2.647503439292622
Attacco Linea, Seconda Palla Difensiva	Seconda Palla Offensiva	0.6739130434782609	0.0080590030714719	2.672626028237001
Attacco Linea Subito, Costruzione	Attacco Linea	0.6732456140350876	0.008867791910185925	2.6216994891951786
Passaggio, Seconda Palla Offensiva, Duello Offensivo, Seconda Palla Difensiva	Duello Difensivo	0.6727169597277368	0.011419328127557554	1.995952534834965
Attacco Linea Subito, Passaggio Intercettato, Attacco Linea	Passaggio	0.6721461187214612	0.007086530777303844	0.6365824718272293
Rete Subita	Rete Fatta	0.6720257234726689	0.00804937463291578	3.016168791436505
Attacco Linea Subito, Seconda Palla Difensiva	Attacco Linea	0.671462829736211	0.008087888387140257	2.6074730177065573
Attacco Linea Subito, Seconda Palla Difensiva	Seconda Palla Offensiva	0.671462829736211	0.008087888387140257	2.6526937173313927
Duello Difensivo, Costruzione	Passaggio	0.6710837671557027	0.027306251745154487	0.6345264030834278
Passaggio, Duello Difensivo, Seconda Palla Offensiva, Duello Offensivo	Seconda Palla Difensiva	0.670814479638009	0.011419328127557554	2.646650102443608
Seconda Palla Offensiva, Attacco Linea Subito	Seconda Palla Difensiva	0.6693227091633466	0.008087888387140257	2.6347103817884694
Passaggio, Attacco Linea Subito, Duello Difensivo	Duello Offensivo	0.6687074829931973	0.009464755100665325	1.9685704435841413
Fallo	Passaggio	0.6686403045041235	0.060890245428898794	0.6298473742562946
Attacco Linea Subito, Duello Difensivo, Duello Offensivo	Attacco Linea	0.6680602006688964	0.015386244812678728	2.5807444859060156
Fallo Subito	Passaggio	0.6672654268808116	0.060803589481893724	0.6272448101378477
Seconda Palla Offensiva, Attacco Linea	Seconda Palla Difensiva	0.6664012738853504	0.0080590030714719	2.611637344471132
Duello Difensivo, Duello Offensivo, Recupero Palla	Perde Palla	0.6642703091301223	0.008896677225854284	2.7712652261024378
Seconda Palla Offensiva	Passaggio	0.6621955788684901	0.08508651152042673	0.6178309728551252
Tiro Fatto, Duello Offensivo	Tiro Subito	0.6619190404797601	0.00850191124505339	2.7296067376354465
Passaggio, Duello Difensivo, Attacco Linea	Duello Offensivo	0.6611111111111112	0.009166273505425626	1.9244439063743268
Passaggio, Duello Offensivo, Attacco Linea	Duello Difensivo	0.6606523247744622	0.009166273505425626	1.9249915692092463
Passaggio, Duello Difensivo, Attacco Linea	Attacco Linea Subito	0.6597222222222222	0.009147016628313387	2.518299633470889
Tiro Fatto, Duello Difensivo	Tiro Subito	0.6596363636363636	0.008732993770400254	2.711300404567237
Fallo, Fallo Subito	Passaggio	0.6586786707268635	0.047901481816693785	0.6114649634902534
Passaggio, Duello Difensivo, Duello Offensivo, Seconda Palla Difensiva	Seconda Palla Offensiva	0.6585230427540256	0.011419328127557554	2.552173635660042
Seconda Palla Difensiva	Passaggio	0.6576684364017049	0.08468211710106972	0.6096605055890983
Trasmissione, Costruzione	Passaggio	0.6575230852797392	0.023310449744364956	0.6094017586934779
Costruzione, Attacco Linea	Attacco Linea Subito	0.6536550745209367	0.008867791910185925	2.474184952676224
Seconda Palla Offensiva, Seconda Palla Difensiva	Passaggio	0.6498239604148824	0.06575260689973907	0.5960031828268845
Passaggio, Attacco Linea Subito, Duello Difensivo	Attacco Linea	0.6462585034013605	0.009147016628313387	2.421688761464322
Passaggio, Attacco Linea Subito, Duello Offensivo	Attacco Linea	0.6460361613351878	0.00894481941863488	2.4201675798518663
Passaggio, Duello Offensivo, Attacco Linea	Attacco Linea Subito	0.6446911866759195	0.00894481941863488	2.4117651207105304
Duello Difensivo, Duello Offensivo, Costruzione	Passaggio	0.6417589175891759	0.020094551266621092	0.5825854274946138
Attacco Linea	Passaggio	0.6319183234819988	0.09058434993597088	0.5670101161154549
Trasmissione	Costruzione	0.6305874293543414	0.03545191076363146	2.2303907285091316
Attacco Linea Subito	Passaggio	0.6302826379542396	0.09017995551661387	0.56450157760406
Attacco Linea Subito, Attacco Linea	Passaggio	0.6186528497409326	0.06897813381603905	0.5472862036615697
Costruzione, Attacco Linea	Passaggio	0.6153300212916962	0.00834785622815548	0.5425586754736207
Trasmissione	Passaggio	0.6120911114916937	0.03441203939957057	0.5380284915486646
Passaggio Rifinitura, Costruzione	Passaggio	0.611697806661251	0.007250214232757873	0.5374835314421496
Fallo, Calci Piazzati Contro	Fallo Subito, Calci Piazzati Favore	0.6112138016019718	0.0095514110476704	2.5306505166878015
Passaggio Rifinitura, Intercetto Cross	Passaggio	0.6033565288579614	0.014192318431719928	0.526180434891629
Fallo, Calci Piazzati Favore	Fallo Subito, Calci Piazzati Contro	0.6012121212121213	0.0095514110476704	2.4674951669774647
Attacco Linea Subito, Costruzione	Passaggio	0.6008771929824561	0.00791457649313011	0.52291182180744
Fallo Subito, Calci Piazzati Contro	Fallo, Calci Piazzati Favore	0.5972305839855508	0.0095514110476704	2.4433659489853086
Smarcamento, Duello Offensivo	Passaggio, Duello Difensivo	0.5960159362549801	0.007202072039977277	1.861841668095265
Fallo Subito, Calci Piazzati Favore	Fallo, Calci Piazzati Contro	0.5925925925925926	0.0095514110476704	2.416188381275663
Intercetto Cross	Passaggio	0.5882481911861434	0.025833100646068228	0.5068733874992988
Duello Difensivo, Recupero Palla	Passaggio	0.5867768595041323	0.010254287062267112	0.5050686026247125
Passaggio Rifinitura	Passaggio	0.5865590121111375	0.07134672970084441	0.5048024754588329
Duello Offensivo, Recupero Palla	Passaggio	0.5857988165680473	0.010485369587613976	0.503875996715327
Perde Palla	Passaggio, Recupero Palla	0.5856965002074975	0.04076680884660935	2.2835916216896153
Duello Difensivo	Passaggio, Duello Offensivo	0.5853556950074971	0.2029771132015521	1.810027340387471
Duello Difensivo, Smarcamento	Passaggio, Duello Offensivo	0.5852895148669797	0.007202072039977277	1.8097384934255023
Duello Offensivo	Passaggio, Duello Difensivo	0.5835570934256056	0.2029771132015521	1.806140412653577
Seconda Palla Offensiva, Duello Difensivo	Duello Offensivo, Seconda Palla Difensiva	0.5813797722705961	0.0250724540001348	2.2830440963228993
Duello Difensivo, Perde Palla	Passaggio	0.579337899543379	0.009772865134461144	0.4961370038230128
Duello Difensivo, Passaggio Intercettato	Passaggio, Duello Offensivo	0.5786323235987666	0.03071471899402074	1.7811464205852752
Duello Difensivo, Seconda Palla Difensiva	Seconda Palla Offensiva, Duello Offensivo	0.5759787657597877	0.0250724540001348	2.255212537534901
Passaggio Intercettato, Duello Offensivo	Passaggio, Duello Difensivo	0.5749819754866619	0.03071471899402074	1.7696999179933066
Perde Palla, Duello Offensivo	Passaggio	0.5734226689000558	0.009888406397134576	0.4892572083103608
Seconda Palla Offensiva, Duello Offensivo	Duello Difensivo, Seconda Palla Difensiva	0.5731895223420648	0.0250724540001348	2.2409708274648814
Fallo, Duello Difensivo	Fallo Subito, Duello Offensivo	0.5731477999247837	0.014673740359525896	2.281692457238174
Fallo, Duello Offensivo	Duello Difensivo, Fallo Subito	0.5710003746721619	0.014673740359525896	2.270495525277784
Contrasto Indiretto	Passaggio	0.5696614583333334	0.01684976747320887	0.48498104151708427
Recupero Palla	Passaggio, Perde Palla	0.5691625218443339	0.04076680884660935	2.1994866795509496
Uscita	Passaggio	0.5667686034658512	0.010706823674404722	0.48174263410291
Duello Offensivo, Seconda Palla Difensiva	Seconda Palla Offensiva, Duello Difensivo	0.5663331883427578	0.0250724540001348	2.2064732600829675
Duello Difensivo, Fallo Subito	Fallo, Duello Offensivo	0.5652818991097923	0.014673740359525896	2.241226430412169
Passaggio, Protezione Palla	Ricezione	0.5651890482398957	0.00834785622815548	1.9889266605010978
Fallo Subito, Duello Offensivo	Fallo, Duello Difensivo	0.5631929046563193	0.014673740359525896	2.230728374759161
Passaggio Intercettato, Seconda Palla Difensiva	Passaggio, Seconda Palla Offensiva	0.5591656638588046	0.01342204334723038	2.0754134001633995
Trasmissione, Duello Offensivo	Costruzione	0.5555555555555556	0.0077990352304566765	1.8538523382663032
Trasmissione, Duello Difensivo	Costruzione	0.5542082738944365	0.007481296758104738	1.8482495845328761
Duello Difensivo, Duello Offensivo, Recupero Palla	Passaggio	0.5499640546369519	0.007365755495431306	0.4637541429586876
Passaggio, Intercetto Cross	Passaggio Rifinitura	0.5493850167722698	0.014192318431719928	1.9492559466817367
Attacco Linea, Intercetto Cross	Passaggio	0.548993288590604	0.007876062738905633	0.46275593879797666
Seconda Palla Offensiva, Passaggio Intercettato	Passaggio, Seconda Palla Difensiva	0.5464523716189729	0.01342204334723038	2.0181295758644517
Attacco Linea Subito, Intercetto Cross	Passaggio	0.5464190981432361	0.007933833370242348	0.46012967761228696
Tiro Subito, Attacco Linea	Tiro Fatto, Attacco Linea Subito	0.5433394160583942	0.01146747032033815	2.1431502956262487
Attacco Linea Subito, Tiro Subito	Tiro Fatto, Attacco Linea	0.5428441203281678	0.01146747032033815	2.1399226962139224
Fallo Subito, Costruzione	Fallo, Passaggio	0.5417543859649123	0.007433154565324142	2.0493589590563848
Passaggio Rifinitura, Attacco Linea	Passaggio	0.5416561154722714	0.020595230071539298	0.4553481374743138
Duello Difensivo, Ricezione	Passaggio, Duello Offensivo	0.5411871592973956	0.017206019699785285	1.6357814385122356
Duello Offensivo, Ricezione	Passaggio, Duello Difensivo	0.5405323653962493	0.017206019699785285	1.6370127218549286
Passaggio Rifinitura, Attacco Linea Subito, Attacco Linea	Passaggio	0.5404800000000001	0.01626243272128559	0.45418269964842267
Seconda Palla Offensiva, Duello Offensivo	Passaggio	0.539291217257319	0.023589674462492417	0.4530107563827613
Passaggio Rifinitura, Attacco Linea Subito	Passaggio	0.5386949924127467	0.020508574124534225	0.4524252516443094
Tiro Fatto, Attacco Linea Subito	Tiro Subito, Attacco Linea	0.5381834613646633	0.01146747032033815	2.119660905990093
Seconda Palla Offensiva, Duello Difensivo	Passaggio	0.537843268586738	0.023194908481691524	0.45159146228212693
Duello Offensivo, Seconda Palla Difensiva	Passaggio	0.5378425402348848	0.02381112854928316	0.45159075058209586
Fallo, Costruzione	Passaggio, Fallo Subito	0.5376044568245125	0.007433154565324142	2.0311536829879526
Duello Difensivo, Seconda Palla Difensiva	Passaggio	0.5368281353682813	0.023368220375701673	0.4506017098175671
Intercetto Cross	Passaggio Rifinitura	0.5356281517211138	0.023522275392599584	1.891509872909066
Tiro Fatto, Attacco Linea	Attacco Linea Subito, Tiro Subito	0.5279255319148937	0.01146747032033815	2.0735609993451307
Duello Difensivo, Perde Palla	Duello Offensivo, Recupero Palla	0.5273972602739726	0.008896677225854284	2.0780682170685423
Fallo	Passaggio, Fallo Subito	0.526009727215056	0.047901481816693785	1.9814676891992524
Fallo Subito	Fallo, Passaggio	0.525676246830093	0.047901481816693785	1.9798918951349747
Attacco Linea, Intercetto Cross	Passaggio Rifinitura	0.5201342281879194	0.0074620398809925	1.8304367331798752
Protezione Palla	Ricezione	0.5192652329749105	0.011159360286542332	1.7989277113972368
Perde Palla, Duello Offensivo	Duello Difensivo, Recupero Palla	0.5159128978224455	0.008896677225854284	2.029643796748526
Attacco Linea Subito, Intercetto Cross	Passaggio Rifinitura	0.513262599469496	0.00745241144243638	1.8045951158945241
Seconda Palla Offensiva	Passaggio, Seconda Palla Difensiva	0.5117272386661671	0.06575260689973907	1.8746036137639999
Seconda Palla Offensiva, Duello Difensivo, Seconda Palla Difensiva	Passaggio	0.511497641509434	0.01670534089486708	0.4272364923422856
Seconda Palla Offensiva, Duello Offensivo, Seconda Palla Difensiva	Passaggio	0.51145923991877	0.01697493717443842	0.42720290955403895
Seconda Palla Difensiva	Passaggio, Seconda Palla Offensiva	0.510655798997981	0.06575260689973907	1.869672689706194
Duello Difensivo, Recupero Palla	Perde Palla, Duello Offensivo	0.5090909090909091	0.008896677225854284	2.001909283704795
Fallo Subito, Duello Offensivo	Passaggio	0.5051736881005173	0.013162075506215157	0.4217763468181114
Duello Difensivo, Fallo Subito	Passaggio	0.5044510385756676	0.013094676436322322	0.42116127847906193
Fallo, Duello Difensivo	Passaggio	0.4979315532154945	0.012748052648302024	0.4156923930971957
Duello Difensivo, Duello Offensivo, Seconda Palla Difensiva	Passaggio	0.49792645839093164	0.017340817839570956	0.4156881748310665
Fallo, Duello Offensivo	Passaggio	0.4975646309479206	0.012786566402526503	0.4153888181403287
Duello Offensivo, Attacco Linea	Attacco Linea Subito, Duello Difensivo	0.4973544973544974	0.015386244812678728	1.9264520065412576
Seconda Palla Offensiva, Duello Difensivo, Duello Offensivo	Passaggio	0.4971878515185602	0.01702307936721902	0.4150775488873198
Duello Offensivo, Recupero Palla	Duello Difensivo, Perde Palla	0.49704142011834324	0.008896677225854284	1.954695704527009
Attacco Linea Subito, Duello Offensivo	Duello Difensivo, Attacco Linea	0.49550387596899226	0.015386244812678728	1.9198624171287781
Duello Difensivo, Costruzione	Passaggio, Duello Offensivo	0.49384761003312827	0.020094551266621092	1.4827896567306809
Attacco Linea Subito, Passaggio Intercettato	Passaggio, Attacco Linea	0.492967180174146	0.007086530777303844	1.7936031248951063
Passaggio, Duello Difensivo, Seconda Palla Offensiva	Duello Offensivo, Seconda Palla Difensiva	0.4923204649232047	0.011419328127557554	1.882542772527541
Duello Difensivo, Attacco Linea	Attacco Linea Subito, Duello Offensivo	0.4894333843797856	0.015386244812678728	1.8977901335743979
Passaggio Intercettato, Attacco Linea	Passaggio, Attacco Linea Subito	0.48903654485049836	0.007086530777303844	1.780597096160593
Duello Offensivo, Costruzione	Passaggio, Duello Difensivo	0.4889878163074039	0.020094551266621092	1.4718912525565084
Passaggio, Duello Difensivo, Seconda Palla Difensiva	Seconda Palla Offensiva, Duello Offensivo	0.48866913885455293	0.011419328127557554	1.870135515578717
Attacco Linea Subito, Duello Difensivo	Duello Offensivo, Attacco Linea	0.4857142857142857	0.015386244812678728	1.884290774565089
Passaggio, Seconda Palla Offensiva, Duello Offensivo	Duello Difensivo, Seconda Palla Difensiva	0.48408163265306126	0.011419328127557554	1.8539169950593926
Parata	Tiro Subito	0.482440990213011	0.00806863151002802	1.7830393201975374
Attacco Linea Subito	Passaggio, Attacco Linea	0.48209959623149395	0.06897813381603905	1.7559662889749836
Attacco Linea	Passaggio, Attacco Linea Subito	0.4811929070392262	0.06897813381603905	1.7536769578286708
Passaggio, Duello Offensivo, Seconda Palla Difensiva	Seconda Palla Offensiva, Duello Difensivo	0.4795794581479984	0.011419328127557554	1.838655753867724
Duello Difensivo, Fallo Subito, Duello Offensivo	Passaggio	0.47879942829919014	0.009676580748899951	0.400433241010044
Seconda Palla Offensiva, Passaggio Rifinitura	Passaggio	0.47789115646258506	0.008116773702808616	0.3997366386832462
Fallo, Duello Difensivo, Fallo Subito	Passaggio	0.46983815595880335	0.009224044136762342	0.3936647582020737
Fallo, Fallo Subito, Duello Offensivo	Passaggio	0.4698149951314509	0.009291443206655177	0.39364756118326755
Parata	Tiro Fatto	0.46919976971790445	0.007847177423237274	1.737308407387548
Fallo, Duello Difensivo, Duello Offensivo	Passaggio	0.46734397677793904	0.009301071645211297	0.3918214101475295
Passaggio, Movimenti Offensivi	Ricezione	0.46182582302124675	0.019045051464004082	1.6069278891983518
Passaggio Rifinitura, Seconda Palla Difensiva	Passaggio	0.46046770601336295	0.007962718685910706	0.3868276958924952
Movimenti Offensivi	Ricezione	0.4599631374155232	0.02162547299704407	1.6013853019121418
Subentro	Passaggio	0.45748383888612626	0.008858163471629805	0.384700123428463
Passaggio Rifinitura, Duello Offensivo	Passaggio	0.45552147239263807	0.011438585004669793	0.3833136176362618
Seconda Palla Offensiva, Duello Difensivo, Duello Offensivo, Seconda Palla Difensiva	Passaggio	0.4554531490015361	0.011419328127557554	0.38326552391179264
Sostituzione	Passaggio	0.4493192133131619	0.008578938753502345	0.37899639716526073
Duello Offensivo, Attacco Linea	Passaggio	0.4484905073140367	0.01387457995936799	0.3784269117943961
Protezione Palla	Duello Difensivo	0.44847670250896055	0.009638066994675473	1.184431223144351
Attacco Linea Subito, Duello Difensivo	Passaggio	0.44680851063829785	0.014153804677495451	0.3772762924882626
Attacco Linea Subito, Duello Offensivo	Passaggio	0.445891472868217	0.01384569464369963	0.3766519082872855
Duello Difensivo, Attacco Linea	Passaggio	0.44104134762633995	0.01386495152081187	0.37338367204113804
Passaggio Rifinitura, Duello Difensivo	Passaggio	0.43300970873786404	0.01073570899007308	0.36809454651835005
Uscita	Trasmissione	0.4322120285423038	0.008164915895589212	1.6622041936672776
Passaggio Rifinitura, Attacco Linea	Passaggio, Attacco Linea Subito	0.4277032160040517	0.01626243272128559	1.5897696264003949
Passaggio Rifinitura, Attacco Linea Subito	Passaggio, Attacco Linea	0.42716236722306533	0.01626243272128559	1.5875626844826365
Protezione Palla	Duello Offensivo	0.4251792114695341	0.009137388189757267	1.1345669296816372
Duello Difensivo, Recupero Palla	Passaggio, Duello Offensivo	0.42148760330578516	0.007365755495431306	1.2973231565322767
Parata	Passaggio	0.42026482440990215	0.007028760145967128	0.36000236475215863
Tiro Subito	Passaggio	0.41908920773549596	0.03234192511000491	0.359273810921753
Calci Piazzati Favore	Passaggio	0.41690213203185206	0.03125391155316342	0.3579262515050798
Trasmissione	Passaggio, Costruzione	0.41462579208768624	0.023310449744364956	1.457504545577955
Passaggio Rifinitura, Duello Difensivo, Duello Offensivo	Passaggio	0.41375770020533886	0.0077605214762322	0.3560064400258138
Tiro Fatto	Passaggio	0.4121721919841662	0.032081957268989686	0.35504620791403835
Duello Offensivo, Recupero Palla	Passaggio, Duello Difensivo	0.4115115653577192	0.007365755495431306	1.278112395843662
Calci Piazzati Contro	Passaggio	0.41120890499611695	0.030589549292791188	0.3544653373894297
Attacco Linea Subito, Duello Difensivo, Duello Offensivo	Passaggio	0.4109531772575251	0.009464755100665325	0.3543114504391228
Attacco Linea Subito, Duello Offensivo, Attacco Linea	Passaggio	0.4062090074333188	0.00894481941863488	0.351480633345926
Movimenti Offensivi	Passaggio, Ricezione	0.405078844972353	0.019045051464004082	1.4806778666011822
Attacco Linea Subito, Duello Difensivo, Attacco Linea	Passaggio	0.4047720494247976	0.009147016628313387	0.35063211319421195
Duello Difensivo, Duello Offensivo, Attacco Linea	Passaggio	0.4037319762510602	0.009166273505425626	0.3500205039174118
Duello Difensivo, Seconda Palla Difensiva	Passaggio, Duello Offensivo	0.3983631939836319	0.017340817839570956	1.2474594656896254
Seconda Palla Offensiva, Duello Difensivo	Passaggio, Duello Offensivo	0.3947309667336459	0.01702307936721902	1.2399734453986502
Duello Offensivo, Seconda Palla Difensiva	Passaggio, Duello Difensivo	0.3916920400173989	0.017340817839570956	1.2364697038461323
Seconda Palla Offensiva, Duello Offensivo	Passaggio, Duello Difensivo	0.3891701518820163	0.01702307936721902	1.2313647825894238
Protezione Palla	Passaggio, Ricezione	0.38844086021505375	0.00834785622815548	1.4403947702130817
Seconda Palla Offensiva, Duello Offensivo	Passaggio, Seconda Palla Difensiva	0.388069557561083	0.01697493717443842	1.495787461154619
Seconda Palla Offensiva, Duello Difensivo	Passaggio, Seconda Palla Difensiva	0.38736325072560834	0.01670534089486708	1.4940629728514243
Calci Piazzati Contro, Calci Piazzati Favore	Passaggio	0.38715953307393	0.02299271127201302	0.3405552430133834
Duello Difensivo, Seconda Palla Difensiva	Passaggio, Seconda Palla Offensiva	0.3837646538376465	0.01670534089486708	1.484681938771052
Duello Offensivo, Seconda Palla Difensiva	Passaggio, Seconda Palla Offensiva	0.38342757720748155	0.01697493717443842	1.4838702716151952
Tiro Fatto, Tiro Subito	Passaggio	0.377602065515572	0.022530546221319288	0.33532571780677217
Duello Difensivo, Fallo Subito	Passaggio, Duello Offensivo	0.3727744807121662	0.009676580748899951	1.196567272046817
Fallo Subito, Duello Offensivo	Passaggio, Duello Difensivo	0.3713968957871397	0.009676580748899951	1.1965489162971648
Fallo, Duello Difensivo	Passaggio, Duello Offensivo	0.36329447160586686	0.009301071645211297	1.1787513930738267
Fallo, Duello Offensivo	Passaggio, Duello Difensivo	0.3619333083551892	0.009301071645211297	1.1788021110897127
Fallo, Duello Offensivo	Passaggio, Fallo Subito	0.36155863619333084	0.009291443206655177	1.47107700685025
Fallo, Duello Difensivo	Passaggio, Fallo Subito	0.3602858217374953	0.009224044136762342	1.4681500620621075
Protezione Palla	Duello Difensivo, Duello Offensivo	0.35842293906810035	0.007702750844895483	1.1080754036911131
Tiro Subito, Attacco Linea Subito	Passaggio	0.3577939835916135	0.007558324266553693	0.32498299425728905
Tiro Fatto, Attacco Linea	Passaggio	0.3572695035460993	0.0077605214762322	0.3247178020864495
Fallo Subito, Duello Offensivo	Fallo, Passaggio	0.3566149297856615	0.009291443206655177	1.4596387110105689
Tiro Fatto, Attacco Linea Subito	Passaggio	0.35652959783099863	0.007596838020778171	0.3243444196328839
Tiro Subito, Attacco Linea	Passaggio	0.35583941605839414	0.007510182073773096	0.3239969028613565
Duello Difensivo, Fallo Subito	Fallo, Passaggio	0.3553412462908012	0.009224044136762342	1.4567548321770363
Seconda Palla Offensiva, Duello Difensivo, Seconda Palla Difensiva	Passaggio, Duello Offensivo	0.34964622641509435	0.011419328127557554	1.1540142597087724
Seconda Palla Offensiva, Duello Offensivo, Seconda Palla Difensiva	Passaggio, Duello Difensivo	0.34406730490281406	0.011419328127557554	1.146694422688427
Seconda Palla Difensiva	Duello Offensivo	0.3438271143348538	0.04427156048103679	0.9939036973450939
Seconda Palla Offensiva	Duello Offensivo	0.34042712626451854	0.043741996360450223	0.988780289684471
Seconda Palla Difensiva	Duello Difensivo	0.33806924399910265	0.0435301707122156	0.9868727324086328
Seconda Palla Offensiva	Duello Difensivo	0.3356313225927314	0.04312577629285859	0.98325137239947
Seconda Palla Offensiva, Duello Difensivo, Duello Offensivo	Passaggio, Seconda Palla Difensiva	0.33352080989876265	0.011419328127557554	1.3733630344255678
Intercetto Cross	Attacco Linea Subito	0.33062924797193594	0.014519685342627986	1.2801894920860526
Seconda Palla Offensiva, Seconda Palla Difensiva	Duello Offensivo	0.3280045675135598	0.033189227702943414	0.9705016219337892
Duello Difensivo, Duello Offensivo, Seconda Palla Difensiva	Passaggio, Seconda Palla Offensiva	0.32789604644733206	0.011419328127557554	1.3612678271619156
Intercetto Cross	Attacco Linea	0.32668274501205874	0.014346373448617838	1.2722855391428178
Intercetto Cross	Passaggio, Passaggio Rifinitura	0.32317474238105676	0.014192318431719928	1.3720724217150788
Seconda Palla Offensiva, Seconda Palla Difensiva	Duello Difensivo	0.3227709582262822	0.03265966358235685	0.9645797411892222
Passaggio Rifinitura, Intercetto Cross	Attacco Linea	0.3172329103561195	0.0074620398809925	1.2546764771912335
Passaggio Rifinitura, Intercetto Cross	Attacco Linea Subito	0.3168235775685632	0.00745241144243638	1.2543193455158599
Passaggio	Duello Offensivo	0.3152841828602022	0.24948247142760857	0.9524720195371723
Passaggio	Duello Difensivo	0.3132156285363153	0.2478456368730683	0.9511594045853433
Passaggio Rifinitura, Duello Difensivo	Passaggio, Duello Offensivo	0.3130097087378641	0.0077605214762322	1.092471812365126
Passaggio Rifinitura	Attacco Linea Subito	0.312989788648777	0.038070846050895925	1.247319747068474
Passaggio Rifinitura	Attacco Linea	0.31259399984168446	0.03802270385811533	1.2462093821980034
Calci Piazzati Contro	Passaggio, Calci Piazzati Favore	0.30908620243334195	0.02299271127201302	1.402122944799599
Passaggio Rifinitura, Duello Offensivo	Passaggio, Duello Difensivo	0.3090490797546013	0.0077605214762322	1.0885785677219968
Passaggio, Intercetto Cross	Attacco Linea Subito	0.3071188967573612	0.007933833370242348	1.236751008283715
Calci Piazzati Favore	Passaggio, Calci Piazzati Contro	0.30670434112509637	0.02299271127201302	1.39826412916012
Passaggio, Intercetto Cross	Attacco Linea	0.3048825941110697	0.007876062738905633	1.2323843418666682
Attacco Linea Subito, Duello Offensivo	Passaggio, Duello Difensivo	0.30480620155038757	0.009464755100665325	1.0819347997700066
Attacco Linea Subito, Duello Difensivo	Passaggio, Duello Offensivo	0.2987841945288754	0.009464755100665325	1.070308915909479
Duello Offensivo, Attacco Linea	Passaggio, Duello Difensivo	0.29629629629629634	0.009166273505425626	1.0688509370751136
Tiro Subito	Passaggio, Tiro Fatto	0.2919525888958203	0.022530546221319288	1.3670243370024753
Duello Difensivo, Attacco Linea	Passaggio, Duello Offensivo	0.2915773353751914	0.009166273505425626	1.0594205494115252
Duello Difensivo, Attacco Linea	Passaggio, Attacco Linea Subito	0.29096477794793263	0.009147016628313387	1.2831803219171731
Tiro Fatto	Passaggio, Tiro Subito	0.2894606630380999	0.022530546221319288	1.361864184785989
Duello Offensivo, Attacco Linea	Passaggio, Attacco Linea Subito	0.2891378773731715	0.00894481941863488	1.2798825757115233
Attacco Linea Subito, Duello Difensivo	Passaggio, Attacco Linea	0.2887537993920973	0.009147016628313387	1.2786228584233572
Passaggio, Passaggio Rifinitura	Attacco Linea	0.28866396761133606	0.020595230071539298	1.2042856930779413
Attacco Linea Subito, Duello Offensivo	Passaggio, Attacco Linea	0.28806201550387595	0.00894481941863488	1.2773804318190305
Passaggio, Passaggio Rifinitura	Attacco Linea Subito	0.28744939271255066	0.020508574124534225	1.202611287243457
Fallo Subito	Duello Offensivo	0.2859256128486898	0.026054554732858972	0.9133119306546349
Fallo Subito	Duello Difensivo	0.2848689771766695	0.02595827034729778	0.913456965215866
Passaggio Intercettato	Duello Offensivo	0.28287360424208435	0.05341857710935018	0.909424978662124
Fallo	Duello Offensivo	0.2821949672235145	0.025698302506282557	0.9085651777023216
Passaggio, Seconda Palla Difensiva	Duello Offensivo	0.2811824900511654	0.02381112854928316	0.9072854349452478
Fallo	Duello Difensivo	0.2811376612391627	0.025602018120721364	0.9087155893657806
Passaggio Intercettato	Duello Difensivo	0.2810890735736501	0.053081581759886	0.9086541737334968
Tiro Fatto	Attacco Linea	0.27906976744186046	0.02172175738260526	1.1882589577867513
Passaggio, Seconda Palla Offensiva	Duello Offensivo	0.2772434083965146	0.023589674462492417	0.9023406562274282
Passaggio, Seconda Palla Difensiva	Duello Difensivo	0.27595224559408754	0.023368220375701673	0.9022076373621349
Tiro Fatto	Attacco Linea Subito	0.27375061850569027	0.021307734524692132	1.1799272052981162
Tiro Subito	Attacco Linea Subito	0.27373674360573924	0.021124794192125863	1.1799046633730237
Tiro Subito	Attacco Linea	0.2734872114784779	0.021105537315013623	1.1791283241136197
Passaggio, Seconda Palla Offensiva	Duello Difensivo	0.2726038248274301	0.023194908481691524	0.8980545074834088
Fallo, Fallo Subito	Duello Offensivo	0.27194492254733216	0.01977681279426915	0.8957737915131665
